total_timesteps,n_updates,ep_len_mean,ep_reward_mean_agt1,ep_reward_mean_agt2,Environment Depth,ball_collision_agt1,ball_collision_agt2,no_side_agt1,no_side_agt2
33894400.0,8275.0,909.58,-2.3,-2.35,9.0,13.2,14.24,5.57,41.74
33898496.0,8276.0,909.57,-2.3,-2.33,9.0,13.18,14.51,5.65,42.76
33902592.0,8277.0,925.01,-2.24,-2.25,9.0,13.49,14.98,5.71,45.3
33906688.0,8278.0,932.91,-2.12,-2.3,9.0,13.57,15.1,5.78,45.59
33910784.0,8279.0,938.15,-1.97,-2.36,9.0,13.4,15.08,5.54,45.78
33914880.0,8280.0,929.77,-2.03,-2.46,9.0,13.26,15.02,4.91,45.02
33918976.0,8281.0,926.98,-2.08,-2.41,9.0,13.21,14.9,4.55,44.69
33923072.0,8282.0,924.86,-2.14,-2.23,9.0,12.94,14.95,4.3,44.86
33927168.0,8283.0,922.39,-2.06,-2.31,9.0,12.72,15.05,4.93,44.78
33931264.0,8284.0,915.87,-2.09,-2.43,9.0,12.63,15.22,4.68,44.35
33935360.0,8285.0,922.97,-1.97,-2.37,9.0,12.8,15.33,4.77,45.65
33939456.0,8286.0,910.13,-2.06,-2.48,9.0,12.58,15.51,4.81,46.0
33943552.0,8287.0,901.13,-2.26,-2.53,9.0,12.68,15.52,4.58,46.08
33947648.0,8288.0,887.82,-2.33,-2.5,9.0,12.05,15.34,4.82,44.84
33951744.0,8289.0,876.38,-2.36,-2.55,9.0,12.04,15.13,4.64,42.82
33955840.0,8290.0,875.84,-2.38,-2.5,9.0,12.2,15.09,4.65,42.77
33959936.0,8291.0,878.7,-2.34,-2.47,9.0,12.18,15.14,4.54,42.94
33964032.0,8292.0,882.69,-2.32,-2.56,9.0,12.19,15.24,4.64,41.79
33968128.0,8293.0,890.33,-2.32,-2.47,9.0,12.37,15.32,5.18,41.9
33972224.0,8294.0,900.27,-2.33,-2.32,9.0,12.48,15.45,5.19,42.77
33976320.0,8295.0,887.65,-2.48,-2.36,9.0,12.36,15.29,5.32,41.91
33980416.0,8296.0,891.68,-2.49,-2.3,9.0,12.41,15.46,6.0,40.88
33984512.0,8297.0,880.07,-2.61,-2.35,9.0,12.27,14.97,5.81,39.08
33988608.0,8298.0,869.05,-2.7,-2.36,9.0,12.13,14.78,6.16,36.82
33992704.0,8299.0,854.75,-2.77,-2.5,9.0,11.95,14.46,6.31,34.87
33996800.0,8300.0,856.95,-2.84,-2.44,9.0,11.87,14.61,6.55,34.73
34000896.0,8301.0,857.36,-2.87,-2.41,9.0,11.93,14.63,6.54,34.33
34004992.0,8302.0,862.36,-2.98,-2.38,9.0,12.0,14.88,6.57,34.14
34009088.0,8303.0,860.55,-2.94,-2.47,9.0,11.95,14.75,6.68,33.48
34013184.0,8304.0,868.46,-3.0,-2.42,9.0,12.13,14.87,5.92,34.22
34017280.0,8305.0,869.05,-3.03,-2.42,9.0,12.08,14.95,5.83,33.32
34021376.0,8306.0,886.11,-2.97,-2.28,9.0,12.07,15.02,6.03,33.57
34025472.0,8307.0,891.8,-2.95,-2.29,9.0,12.25,15.18,5.81,33.15
34029568.0,8308.0,895.11,-2.99,-2.19,9.0,12.27,15.11,5.95,33.17
34033664.0,8309.0,902.97,-2.9,-2.12,9.0,12.2,14.98,6.09,32.01
34037760.0,8310.0,899.75,-2.89,-2.26,9.0,12.4,15.02,5.77,31.68
34041856.0,8311.0,896.2,-2.82,-2.36,9.0,12.06,14.84,5.92,31.71
34045952.0,8312.0,897.75,-2.64,-2.43,9.0,11.77,14.68,6.22,31.35
34050048.0,8313.0,901.9,-2.6,-2.49,9.0,11.87,14.9,6.55,30.86
34054144.0,8314.0,918.41,-2.58,-2.4,9.0,12.11,15.03,6.79,31.0
34058240.0,8315.0,922.33,-2.68,-2.26,9.0,12.17,14.96,7.95,30.33
34062336.0,8316.0,915.42,-2.72,-2.39,9.0,12.05,14.95,8.27,29.13
34066432.0,8317.0,903.76,-2.71,-2.54,9.0,11.9,14.46,8.38,29.66
34070528.0,8318.0,894.09,-2.87,-2.71,9.0,11.84,14.21,7.92,29.17
34074624.0,8319.0,899.94,-2.78,-2.62,9.0,12.02,14.39,8.47,29.24
34078720.0,8320.0,891.65,-2.89,-2.54,9.0,11.89,14.15,8.47,28.58
34082816.0,8321.0,891.52,-2.82,-2.58,9.0,11.9,14.3,8.54,28.57
34086912.0,8322.0,886.86,-2.93,-2.58,9.0,11.93,14.26,8.51,27.86
34091008.0,8323.0,880.25,-2.87,-2.69,9.0,11.67,13.96,8.93,26.67
34095104.0,8324.0,886.42,-2.81,-2.6,9.0,11.73,14.08,9.05,26.35
34099200.0,8325.0,889.81,-2.73,-2.64,9.0,11.95,14.2,9.81,26.94
34103296.0,8326.0,869.04,-2.96,-2.7,9.0,11.8,13.84,10.1,25.73
34107392.0,8327.0,860.68,-3.0,-2.77,9.0,11.73,13.68,10.62,25.97
34111488.0,8328.0,853.1,-3.05,-2.92,9.0,11.77,13.6,11.87,25.67
34115584.0,8329.0,850.7,-3.04,-3.0,9.0,11.77,13.38,11.97,26.53
34119680.0,8330.0,837.35,-2.97,-3.21,9.0,11.46,13.31,11.9,27.04
34123776.0,8331.0,851.79,-3.0,-3.01,9.0,11.71,13.4,12.0,26.97
34127872.0,8332.0,854.69,-3.06,-3.05,9.0,11.78,13.55,12.48,27.62
34131968.0,8333.0,838.87,-3.17,-3.08,9.0,11.57,13.2,12.57,27.56
34136064.0,8334.0,835.03,-3.01,-3.3,9.0,11.57,13.45,12.42,27.64
34140160.0,8335.0,827.81,-2.93,-3.47,9.0,11.44,13.35,10.98,28.21
34144256.0,8336.0,839.37,-2.76,-3.49,9.0,11.58,13.43,10.67,28.88
34148352.0,8337.0,851.15,-2.73,-3.47,9.0,11.84,13.6,10.89,29.11
34152448.0,8338.0,858.1,-2.51,-3.49,9.0,11.88,13.68,11.02,28.18
34156544.0,8339.0,859.97,-2.39,-3.48,9.0,11.92,13.7,10.6,28.98
34160640.0,8340.0,866.38,-2.31,-3.47,9.0,11.87,13.84,10.39,29.36
34164736.0,8341.0,885.49,-2.13,-3.43,9.0,12.23,14.19,9.7,29.68
34168832.0,8342.0,895.22,-2.0,-3.48,9.0,12.51,14.21,9.6,31.24
34172928.0,8343.0,903.47,-2.04,-3.34,9.0,12.58,14.4,9.52,32.01
34177024.0,8344.0,910.39,-1.91,-3.35,9.0,12.53,14.49,9.45,31.69
34181120.0,8345.0,915.21,-1.9,-3.35,9.0,12.74,14.62,9.1,32.42
34185216.0,8346.0,914.09,-1.92,-3.38,9.0,12.9,14.57,9.22,32.91
34189312.0,8347.0,911.07,-1.91,-3.43,9.0,12.79,14.5,8.41,32.43
34193408.0,8348.0,914.11,-1.85,-3.48,9.0,12.78,14.4,8.42,33.9
34197504.0,8349.0,919.21,-1.73,-3.58,9.0,12.79,14.82,8.1,34.05
34201600.0,8350.0,916.86,-1.57,-3.67,9.0,12.68,14.63,6.78,34.21
34205696.0,8351.0,915.83,-1.56,-3.73,9.0,12.75,14.87,6.88,33.27
34209792.0,8352.0,925.05,-1.51,-3.37,9.0,12.74,15.17,6.74,33.39
34213888.0,8353.0,927.62,-1.48,-3.37,9.0,12.87,15.21,6.77,32.9
34217984.0,8354.0,933.14,-1.39,-3.41,9.0,12.7,15.44,6.81,33.28
34222080.0,8355.0,938.65,-1.29,-3.38,9.0,12.78,15.48,6.41,32.9
34226176.0,8356.0,955.67,-1.22,-3.26,9.0,13.07,15.78,6.53,32.31
34230272.0,8357.0,952.63,-1.38,-3.07,9.0,13.07,15.47,6.11,31.69
34234368.0,8358.0,954.18,-1.33,-2.9,9.0,13.19,15.55,6.17,31.67
34238464.0,8359.0,944.23,-1.42,-2.82,9.0,13.14,15.47,5.82,31.61
34242560.0,8360.0,934.25,-1.52,-2.74,9.0,12.93,15.2,5.75,30.79
34246656.0,8361.0,932.03,-1.65,-2.83,9.0,13.03,15.31,5.78,30.05
34250752.0,8362.0,929.34,-1.73,-2.94,9.0,12.94,15.53,6.06,29.75
34254848.0,8363.0,920.23,-1.8,-3.03,9.0,12.65,15.15,6.06,29.01
34258944.0,8364.0,910.39,-1.97,-2.95,9.0,12.32,14.9,6.0,28.08
34263040.0,8365.0,909.77,-1.97,-3.04,9.0,12.26,15.01,6.12,27.54
34267136.0,8366.0,902.16,-2.0,-3.05,9.0,12.33,14.7,6.32,27.58
34271232.0,8367.0,908.18,-2.02,-2.94,9.0,12.49,15.01,6.3,27.15
34275328.0,8368.0,915.52,-2.02,-2.88,9.0,12.58,15.06,6.47,26.75
34279424.0,8369.0,910.56,-2.05,-2.94,9.0,12.24,14.9,6.76,25.63
34283520.0,8370.0,911.58,-1.96,-2.91,9.0,12.32,14.98,6.28,24.35
34287616.0,8371.0,910.56,-1.95,-2.87,9.0,12.34,14.59,6.08,24.64
34291712.0,8372.0,914.64,-1.98,-2.81,9.0,12.48,14.85,6.1,24.21
34295808.0,8373.0,912.6,-2.01,-2.71,9.0,12.28,14.56,6.31,22.88
34299904.0,8374.0,915.39,-1.97,-2.74,9.0,12.38,14.4,6.19,22.97
34304000.0,8375.0,906.24,-2.02,-2.89,9.0,12.14,14.19,6.47,21.99
34308096.0,8376.0,907.53,-2.02,-2.87,9.0,12.29,14.03,6.58,21.04
34312192.0,8377.0,910.6,-2.19,-2.74,9.0,12.59,14.32,6.52,20.13
34316288.0,8378.0,897.21,-2.15,-2.88,9.0,12.24,14.07,6.33,20.85
34320384.0,8379.0,921.34,-2.06,-2.77,9.0,12.65,14.23,6.65,21.48
34324480.0,8380.0,928.17,-2.12,-2.74,9.0,12.7,14.25,6.79,21.48
34328576.0,8381.0,925.84,-2.08,-2.86,9.0,12.46,14.26,7.09,20.31
34332672.0,8382.0,921.97,-2.05,-2.95,9.0,12.33,14.35,6.99,20.4
34336768.0,8383.0,920.31,-2.16,-2.9,9.0,12.53,14.19,6.7,22.53
34340864.0,8384.0,923.39,-2.18,-2.85,9.0,12.49,14.22,6.68,23.4
34344960.0,8385.0,913.1,-2.3,-2.89,9.0,12.58,14.02,6.47,25.51
34349056.0,8386.0,913.6,-2.23,-2.93,9.0,12.58,14.15,6.91,26.41
34353152.0,8387.0,911.17,-2.23,-2.92,9.0,12.59,13.96,7.23,26.17
34357248.0,8388.0,916.57,-2.21,-2.9,9.0,12.73,14.06,6.96,26.4
34361344.0,8389.0,907.1,-2.29,-2.99,9.0,12.47,13.75,6.96,26.64
34365440.0,8390.0,909.55,-2.3,-2.97,9.0,12.55,13.79,7.43,26.56
34369536.0,8391.0,902.06,-2.46,-2.86,9.0,12.74,13.83,7.17,27.01
34373632.0,8392.0,906.7,-2.4,-2.9,9.0,12.7,13.85,7.3,26.61
34377728.0,8393.0,915.91,-2.46,-2.74,9.0,12.61,13.99,7.88,27.26
34381824.0,8394.0,922.59,-2.42,-2.5,9.0,12.7,13.95,7.88,28.84
34385920.0,8395.0,932.21,-2.42,-2.47,9.0,12.76,14.26,7.59,29.12
34390016.0,8396.0,931.4,-2.23,-2.36,9.0,12.63,14.43,7.55,29.61
34394112.0,8397.0,921.76,-2.37,-2.45,9.0,12.53,14.52,7.2,29.78
34398208.0,8398.0,931.55,-2.24,-2.42,9.0,12.47,14.71,7.01,30.29
34402304.0,8399.0,926.3,-2.26,-2.49,9.0,12.24,14.59,6.97,31.38
34406400.0,8400.0,922.82,-2.25,-2.38,9.0,12.14,14.66,6.91,31.91
34410496.0,8401.0,900.79,-2.27,-2.53,9.0,11.6,14.59,6.66,30.89
34414592.0,8402.0,892.2,-2.34,-2.53,9.0,11.43,14.4,6.3,31.07
34418688.0,8403.0,888.92,-2.41,-2.48,9.0,11.38,14.53,6.29,31.53
34422784.0,8404.0,894.72,-2.3,-2.58,9.0,11.45,14.54,6.29,32.36
34426880.0,8405.0,896.95,-2.32,-2.6,9.0,11.57,14.67,6.54,30.83
34430976.0,8406.0,895.97,-2.36,-2.62,9.0,11.63,14.59,6.57,30.06
34435072.0,8407.0,897.28,-2.37,-2.53,9.0,11.6,14.51,6.79,29.06
34439168.0,8408.0,896.48,-2.41,-2.5,9.0,11.5,14.44,6.21,27.99
34443264.0,8409.0,902.57,-2.26,-2.46,9.0,11.67,14.5,5.91,28.43
34447360.0,8410.0,897.44,-2.17,-2.53,9.0,11.53,14.46,5.92,27.77
34451456.0,8411.0,906.73,-2.05,-2.53,9.0,11.69,14.6,5.84,27.46
34455552.0,8412.0,905.1,-2.02,-2.56,9.0,11.52,14.53,5.28,28.54
34459648.0,8413.0,905.17,-1.89,-2.61,9.0,11.41,14.62,5.53,28.98
34463744.0,8414.0,894.75,-1.99,-2.67,9.0,11.08,14.53,5.57,29.15
34467840.0,8415.0,896.96,-1.85,-2.81,9.0,11.27,14.69,5.12,28.64
34471936.0,8416.0,887.21,-1.91,-3.02,9.0,10.94,14.77,4.84,27.96
34476032.0,8417.0,881.08,-1.96,-3.11,9.0,10.9,14.63,4.82,27.97
34480128.0,8418.0,883.37,-2.05,-3.11,9.0,10.75,14.88,4.99,27.15
34484224.0,8419.0,886.46,-2.04,-3.05,9.0,10.81,14.7,4.94,26.55
34488320.0,8420.0,890.47,-2.05,-3.05,9.0,10.97,14.95,5.1,26.74
34492416.0,8421.0,881.61,-2.1,-3.21,9.0,11.01,14.92,5.16,26.66
34496512.0,8422.0,883.09,-2.1,-3.3,9.0,11.2,15.18,5.16,27.14
34500608.0,8423.0,893.19,-2.03,-3.24,9.0,11.44,15.24,5.26,29.03
34504704.0,8424.0,893.14,-1.88,-3.38,9.0,11.45,15.22,5.14,28.97
34508800.0,8425.0,899.69,-1.91,-3.32,9.0,11.57,15.48,5.63,29.8
34512896.0,8426.0,903.11,-1.9,-3.25,9.0,11.65,15.38,5.83,30.21
34516992.0,8427.0,901.61,-1.86,-3.23,9.0,11.44,15.29,5.68,31.62
34521088.0,8428.0,917.23,-1.64,-3.12,9.0,11.66,15.52,5.77,33.98
34525184.0,8429.0,914.38,-1.67,-3.16,9.0,11.57,15.62,5.51,34.4
34529280.0,8430.0,923.65,-1.57,-3.16,9.0,11.76,16.01,5.41,36.2
34533376.0,8431.0,934.01,-1.55,-3.15,9.0,11.86,16.1,5.55,37.01
34537472.0,8432.0,919.47,-1.68,-3.17,9.0,11.63,15.74,6.32,36.77
34541568.0,8433.0,918.24,-1.74,-3.15,9.0,11.55,15.79,6.37,38.09
34545664.0,8434.0,914.87,-1.82,-3.16,9.0,11.74,15.69,6.35,39.44
34549760.0,8435.0,912.1,-1.86,-3.2,9.0,11.59,15.56,5.75,38.21
34553856.0,8436.0,917.5,-1.87,-3.17,9.0,11.78,15.56,5.96,39.43
34557952.0,8437.0,921.01,-1.9,-3.0,9.0,11.87,15.76,5.81,38.97
34562048.0,8438.0,909.93,-1.9,-3.08,9.0,11.86,15.25,5.84,39.18
34566144.0,8439.0,920.2,-1.9,-3.01,9.0,12.12,15.35,6.28,40.16
34570240.0,8440.0,913.91,-2.01,-3.0,9.0,12.03,14.81,6.33,39.84
34574336.0,8441.0,920.71,-2.0,-2.97,9.0,12.23,14.9,6.35,41.35
34578432.0,8442.0,914.65,-2.01,-2.97,9.0,12.15,14.66,6.21,41.99
34582528.0,8443.0,908.28,-2.03,-2.99,9.0,12.21,14.39,6.08,41.63
34586624.0,8444.0,917.96,-2.01,-2.88,9.0,12.3,14.46,5.95,41.86
34590720.0,8445.0,922.13,-2.02,-2.78,9.0,12.38,14.62,5.86,41.83
34594816.0,8446.0,917.72,-2.16,-2.72,9.0,12.43,14.61,5.7,41.5
34598912.0,8447.0,913.35,-2.4,-2.53,9.0,12.31,14.31,5.04,41.68
34603008.0,8448.0,908.16,-2.53,-2.55,9.0,12.08,14.47,4.87,39.67
34607104.0,8449.0,913.37,-2.51,-2.53,9.0,12.31,14.44,4.84,38.96
34611200.0,8450.0,902.88,-2.59,-2.62,9.0,12.09,14.33,4.85,36.27
34615296.0,8451.0,884.31,-2.64,-2.81,9.0,11.87,13.89,5.04,34.08
34619392.0,8452.0,885.43,-2.7,-2.75,9.0,11.8,13.9,5.03,34.08
34623488.0,8453.0,878.99,-2.81,-2.77,9.0,11.67,13.81,4.43,35.35
34627584.0,8454.0,878.03,-2.76,-2.79,9.0,11.82,13.67,4.35,35.51
34631680.0,8455.0,881.49,-2.72,-2.74,9.0,11.92,13.66,4.36,35.21
34635776.0,8456.0,880.82,-2.75,-2.78,9.0,11.93,13.7,4.27,35.6
34639872.0,8457.0,883.36,-2.68,-2.81,9.0,12.07,13.71,4.03,35.86
34643968.0,8458.0,881.18,-2.58,-2.89,9.0,11.94,13.68,4.23,35.79
34648064.0,8459.0,895.27,-2.54,-2.74,9.0,12.05,13.53,4.23,37.12
34652160.0,8460.0,878.1,-2.67,-2.72,9.0,11.62,13.33,3.76,36.36
34656256.0,8461.0,885.61,-2.61,-2.74,9.0,11.82,13.62,3.69,37.1
34660352.0,8462.0,883.81,-2.46,-2.84,9.0,11.79,13.68,3.6,37.2
34664448.0,8463.0,881.91,-2.49,-2.85,9.0,11.65,13.71,3.54,38.27
34668544.0,8464.0,884.14,-2.59,-2.83,9.0,11.54,14.0,3.89,38.84
34672640.0,8465.0,882.0,-2.55,-2.88,9.0,11.57,13.87,3.91,39.04
34676736.0,8466.0,894.28,-2.62,-2.75,9.0,11.85,13.94,3.92,40.18
34680832.0,8467.0,904.06,-2.62,-2.68,9.0,11.96,14.13,4.17,39.87
34684928.0,8468.0,885.62,-2.54,-2.94,9.0,11.58,14.0,4.48,38.65
34689024.0,8469.0,889.83,-2.38,-2.98,9.0,11.78,13.73,4.46,39.49
34693120.0,8470.0,895.54,-2.34,-2.92,9.0,11.76,13.85,4.55,40.8
34697216.0,8471.0,894.03,-2.35,-2.76,9.0,11.62,13.8,4.3,39.95
34701312.0,8472.0,896.62,-2.29,-2.59,9.0,11.82,13.72,4.46,40.43
34705408.0,8473.0,903.02,-2.31,-2.53,9.0,11.87,14.02,4.48,41.35
34709504.0,8474.0,895.12,-2.29,-2.56,9.0,11.61,13.92,4.66,41.16
34713600.0,8475.0,900.02,-2.24,-2.54,9.0,11.53,13.92,4.55,39.93
34717696.0,8476.0,897.83,-2.19,-2.39,9.0,11.29,14.18,4.66,37.7
34721792.0,8477.0,901.87,-2.21,-2.33,9.0,11.14,14.23,4.72,37.42
34725888.0,8478.0,894.77,-2.24,-2.33,9.0,11.01,14.26,5.06,37.72
34729984.0,8479.0,887.39,-2.38,-2.24,9.0,10.94,14.24,5.06,38.22
34734080.0,8480.0,889.68,-2.54,-2.25,9.0,11.06,14.3,5.05,37.88
34738176.0,8481.0,886.67,-2.58,-2.28,9.0,10.97,14.56,5.31,36.63
34742272.0,8482.0,883.47,-2.5,-2.35,9.0,10.93,14.4,5.62,35.81
34746368.0,8483.0,885.61,-2.66,-2.18,9.0,10.95,14.53,5.77,35.2
34750464.0,8484.0,887.84,-2.64,-2.19,9.0,10.97,14.36,5.8,34.01
34754560.0,8485.0,878.51,-2.69,-2.16,9.0,10.91,13.97,5.96,32.46
34758656.0,8486.0,877.42,-2.78,-2.02,9.0,10.81,13.84,5.87,32.56
34762752.0,8487.0,868.39,-2.74,-2.14,9.0,10.6,13.93,6.08,31.63
34766848.0,8488.0,851.33,-2.79,-2.3,9.0,10.35,13.44,5.66,32.06
34770944.0,8489.0,860.77,-2.76,-2.2,9.0,10.62,13.5,5.63,33.21
34775040.0,8490.0,865.18,-2.78,-2.27,9.0,10.65,13.71,5.53,32.28
34779136.0,8491.0,862.65,-2.88,-2.17,9.0,10.93,13.69,5.95,30.93
34783232.0,8492.0,854.36,-2.89,-2.4,9.0,10.75,13.5,6.38,30.6
34787328.0,8493.0,851.05,-2.97,-2.5,9.0,10.61,13.53,6.21,30.48
34791424.0,8494.0,852.86,-2.93,-2.48,9.0,10.74,13.34,6.82,29.92
34795520.0,8495.0,859.47,-2.93,-2.39,9.0,10.91,13.38,6.63,29.29
34799616.0,8496.0,851.64,-2.95,-2.48,9.0,10.85,13.18,6.54,29.17
34803712.0,8497.0,849.96,-3.01,-2.7,9.0,10.89,13.23,6.65,28.79
34807808.0,8498.0,845.23,-2.93,-2.86,9.0,10.77,13.23,6.9,27.55
34811904.0,8499.0,836.0,-2.95,-2.96,9.0,10.86,13.01,6.84,26.28
34816000.0,8500.0,824.36,-2.98,-3.04,9.0,10.6,12.83,7.28,25.27
34820096.0,8501.0,818.46,-3.08,-3.0,9.0,10.57,12.66,7.21,25.46
34824192.0,8502.0,824.34,-3.14,-2.96,9.0,10.69,12.83,7.35,24.88
34828288.0,8503.0,827.04,-2.99,-3.08,9.0,10.73,12.89,6.9,24.97
34832384.0,8504.0,824.04,-3.06,-3.1,9.0,10.81,12.93,7.07,25.31
34836480.0,8505.0,820.27,-2.98,-3.25,9.0,10.73,13.28,6.86,25.21
34840576.0,8506.0,818.26,-2.93,-3.26,9.0,10.53,13.28,6.7,22.94
34844672.0,8507.0,822.82,-2.84,-3.25,9.0,10.43,13.32,6.53,23.0
34848768.0,8508.0,830.35,-2.74,-3.21,9.0,10.65,13.48,6.54,22.99
34852864.0,8509.0,838.24,-2.66,-3.24,9.0,10.56,14.07,6.52,21.84
34856960.0,8510.0,837.01,-2.69,-3.24,9.0,10.6,13.97,6.49,21.68
34861056.0,8511.0,845.48,-2.59,-3.18,9.0,10.41,14.0,6.12,23.38
34865152.0,8512.0,847.01,-2.64,-3.16,9.0,10.37,14.15,5.97,24.07
34869248.0,8513.0,844.79,-2.76,-3.15,9.0,10.36,14.29,5.43,25.38
34873344.0,8514.0,851.61,-2.65,-3.0,9.0,10.4,14.39,5.59,26.34
34877440.0,8515.0,856.89,-2.69,-2.95,9.0,10.64,14.56,5.03,26.18
34881536.0,8516.0,858.4,-2.6,-3.04,9.0,10.71,14.66,5.7,26.93
34885632.0,8517.0,861.27,-2.6,-2.91,9.0,10.76,14.77,5.68,26.6
34889728.0,8518.0,880.16,-2.52,-2.64,9.0,11.0,15.14,5.43,27.36
34893824.0,8519.0,878.53,-2.54,-2.48,9.0,11.05,14.89,5.95,28.07
34897920.0,8520.0,884.34,-2.44,-2.43,9.0,11.15,15.27,6.1,28.33
34902016.0,8521.0,896.71,-2.36,-2.34,9.0,11.24,15.45,5.81,29.77
34906112.0,8522.0,897.19,-2.25,-2.42,9.0,11.39,15.43,5.29,31.01
34910208.0,8523.0,912.49,-2.21,-2.37,9.0,11.74,15.74,5.69,31.75
34914304.0,8524.0,906.74,-2.18,-2.45,9.0,11.63,15.41,5.84,32.05
34918400.0,8525.0,903.94,-2.23,-2.47,9.0,11.83,15.31,6.26,32.13
34922496.0,8526.0,903.44,-2.26,-2.48,9.0,11.84,15.33,6.23,30.96
34926592.0,8527.0,906.49,-2.3,-2.44,9.0,11.92,15.24,6.18,31.95
34930688.0,8528.0,906.26,-2.35,-2.39,9.0,12.02,15.23,6.78,32.95
34934784.0,8529.0,907.33,-2.3,-2.43,9.0,11.99,15.16,6.89,32.31
34938880.0,8530.0,908.42,-2.16,-2.48,9.0,12.01,15.12,6.92,31.53
34942976.0,8531.0,889.19,-2.37,-2.55,9.0,11.8,14.43,6.62,31.23
34947072.0,8532.0,892.02,-2.34,-2.44,9.0,11.68,14.59,6.81,31.03
34951168.0,8533.0,887.65,-2.41,-2.47,9.0,11.73,14.67,6.84,29.39
34955264.0,8534.0,886.4,-2.34,-2.55,9.0,11.94,14.55,6.83,29.27
34959360.0,8535.0,883.0,-2.31,-2.56,9.0,11.89,14.69,6.92,27.62
34963456.0,8536.0,880.56,-2.31,-2.78,9.0,11.88,14.56,6.77,28.75
34967552.0,8537.0,878.14,-2.41,-2.73,9.0,11.8,14.63,6.5,29.99
34971648.0,8538.0,890.92,-2.39,-2.72,9.0,12.09,14.61,6.22,30.15
34975744.0,8539.0,884.93,-2.4,-2.79,9.0,11.87,14.47,6.4,30.32
34979840.0,8540.0,886.36,-2.43,-2.73,9.0,12.28,14.54,6.25,30.45
34983936.0,8541.0,878.28,-2.55,-2.84,9.0,12.01,14.22,5.61,31.21
34988032.0,8542.0,884.78,-2.57,-2.77,9.0,12.08,14.23,5.78,30.77
34992128.0,8543.0,876.48,-2.58,-2.82,9.0,11.84,14.08,5.67,29.42
34996224.0,8544.0,874.89,-2.6,-2.77,9.0,11.61,14.01,5.41,29.59
35000320.0,8545.0,874.87,-2.52,-2.65,9.0,11.36,13.99,4.98,29.16
35004416.0,8546.0,871.81,-2.58,-2.62,9.0,11.28,13.9,4.93,29.38
35008512.0,8547.0,877.76,-2.54,-2.55,9.0,11.25,14.01,5.06,30.19
35012608.0,8548.0,887.03,-2.34,-2.37,9.0,11.26,14.05,5.38,29.54
35016704.0,8549.0,892.07,-2.22,-2.43,9.0,11.26,14.17,5.44,29.37
35020800.0,8550.0,876.75,-2.39,-2.41,9.0,11.25,13.83,4.92,28.94
35024896.0,8551.0,886.94,-2.29,-2.39,9.0,11.38,14.1,5.39,28.38
35028992.0,8552.0,889.33,-2.27,-2.37,9.0,11.46,14.08,5.42,28.41
35033088.0,8553.0,895.96,-2.22,-2.27,9.0,11.48,14.01,5.57,28.95
35037184.0,8554.0,901.22,-2.12,-2.23,9.0,11.56,14.09,5.64,29.04
35041280.0,8555.0,898.82,-2.04,-2.27,9.0,11.44,13.95,5.92,29.0
35045376.0,8556.0,910.57,-2.01,-2.18,9.0,11.45,14.29,6.37,28.98
35049472.0,8557.0,919.17,-2.06,-2.1,9.0,11.52,14.45,6.51,29.49
35053568.0,8558.0,921.25,-2.11,-2.05,9.0,11.65,14.38,7.11,28.96
35057664.0,8559.0,930.77,-2.15,-1.95,9.0,11.92,14.5,7.36,29.58
35061760.0,8560.0,925.88,-2.17,-1.96,9.0,11.78,14.5,7.89,27.84
35065856.0,8561.0,930.09,-2.17,-1.98,9.0,11.77,14.69,7.95,29.67
35069952.0,8562.0,934.19,-2.15,-1.96,9.0,11.63,14.67,8.07,29.2
35074048.0,8563.0,926.15,-2.07,-2.03,9.0,11.42,14.67,8.63,28.99
35078144.0,8564.0,931.76,-2.07,-2.06,9.0,11.63,14.71,8.76,31.07
35082240.0,8565.0,926.09,-2.24,-2.07,9.0,11.94,14.64,9.2,31.84
35086336.0,8566.0,938.91,-2.11,-2.09,9.0,11.99,14.98,9.73,31.09
35090432.0,8567.0,947.93,-2.05,-1.93,9.0,12.2,14.97,10.16,32.02
35094528.0,8568.0,957.28,-2.03,-1.89,9.0,12.43,15.17,10.4,32.89
35098624.0,8569.0,965.85,-1.98,-1.95,9.0,12.45,15.65,10.34,34.01
35102720.0,8570.0,964.49,-2.02,-1.89,9.0,12.62,15.51,10.4,35.32
35106816.0,8571.0,965.35,-2.14,-1.89,9.0,12.66,15.32,10.38,35.99
35110912.0,8572.0,968.93,-2.19,-1.95,9.0,12.87,15.16,10.51,37.33
35115008.0,8573.0,969.73,-2.16,-2.04,9.0,12.86,15.09,11.04,37.12
35119104.0,8574.0,978.13,-2.08,-2.07,9.0,12.85,15.25,11.53,38.17
35123200.0,8575.0,976.75,-2.2,-1.98,9.0,12.93,15.23,12.06,39.77
35127296.0,8576.0,974.8,-2.33,-1.93,9.0,12.93,15.27,12.34,40.06
35131392.0,8577.0,984.63,-2.35,-1.92,9.0,13.08,15.44,13.04,41.22
35135488.0,8578.0,987.18,-2.3,-1.97,9.0,13.19,15.33,14.09,41.03
35139584.0,8579.0,992.79,-2.34,-1.97,9.0,13.4,15.58,14.01,40.87
35143680.0,8580.0,991.4,-2.38,-1.97,9.0,13.53,15.5,14.33,41.55
35147776.0,8581.0,979.29,-2.42,-2.08,9.0,13.54,15.41,14.03,41.17
35151872.0,8582.0,979.4,-2.45,-2.05,9.0,13.54,15.58,14.12,41.2
35155968.0,8583.0,970.56,-2.51,-2.04,9.0,13.43,15.44,14.09,40.39
