total_timesteps,n_updates,ep_len_mean,ep_reward_mean_agt1,ep_reward_mean_agt2,Environment Depth,ball_collision_agt1,ball_collision_agt2,no_side_agt1,no_side_agt2
106889216.0,26096.0,1296.39,-1.46,0.2,24.0,17.08,17.97,11.96,19.82
106893312.0,26097.0,1294.75,-1.48,0.13,24.0,17.23,17.95,12.17,20.7
106897408.0,26098.0,1297.5,-1.65,0.09,24.0,17.47,17.93,12.44,21.46
106901504.0,26099.0,1296.79,-1.49,-0.03,24.0,17.3,18.08,11.37,21.62
106905600.0,26100.0,1289.62,-1.52,-0.13,24.0,17.61,17.9,11.33,21.65
106909696.0,26101.0,1289.04,-1.48,-0.2,24.0,17.59,17.98,11.45,21.65
106913792.0,26102.0,1287.97,-1.52,-0.16,24.0,17.77,18.0,11.19,22.39
106917888.0,26103.0,1281.78,-1.53,-0.24,24.0,17.86,17.91,10.86,23.96
106921984.0,26104.0,1278.18,-1.59,-0.36,24.0,18.19,17.91,10.83,25.17
106926080.0,26105.0,1281.66,-1.6,-0.39,24.0,18.38,18.14,11.0,26.05
106930176.0,26106.0,1287.76,-1.55,-0.38,24.0,18.31,18.34,11.7,26.84
106934272.0,26107.0,1288.89,-1.45,-0.38,24.0,18.37,18.3,11.95,26.88
106938368.0,26108.0,1302.56,-1.46,-0.54,24.0,18.42,18.73,12.4,26.55
106942464.0,26109.0,1301.03,-1.57,-0.64,24.0,18.7,18.9,12.76,26.7
106946560.0,26110.0,1299.43,-1.55,-0.59,24.0,18.53,19.11,14.02,26.7
106950656.0,26111.0,1305.48,-1.48,-0.72,24.0,18.71,19.22,14.65,27.64
106954752.0,26112.0,1309.6,-1.51,-0.8,24.0,18.84,19.37,15.15,27.61
106958848.0,26113.0,1319.06,-1.49,-0.72,24.0,19.07,19.2,15.3,28.15
106962944.0,26114.0,1336.78,-1.36,-0.71,24.0,19.68,19.39,15.38,28.36
106967040.0,26115.0,1317.89,-1.33,-0.76,24.0,19.4,19.15,14.94,28.17
106971136.0,26116.0,1327.99,-1.31,-0.67,24.0,19.46,19.29,15.11,28.43
106975232.0,26117.0,1322.61,-1.48,-0.74,24.0,19.52,18.95,15.27,27.6
106979328.0,26118.0,1323.73,-1.45,-0.74,24.0,19.36,18.92,15.35,27.49
106983424.0,26119.0,1315.08,-1.53,-0.79,24.0,19.43,18.83,15.15,25.87
106987520.0,26120.0,1314.54,-1.45,-0.74,24.0,19.18,18.99,15.26,24.85
106991616.0,26121.0,1324.55,-1.36,-0.72,24.0,19.38,19.3,15.4,24.37
106995712.0,26122.0,1322.41,-1.33,-0.74,24.0,19.35,19.03,14.74,24.15
106999808.0,26123.0,1301.97,-1.44,-0.84,24.0,19.49,18.81,14.7,23.5
107003904.0,26124.0,1295.47,-1.3,-0.75,24.0,19.43,18.66,14.9,24.02
107008000.0,26125.0,1286.65,-1.29,-0.75,24.0,19.52,18.77,14.6,24.15
107012096.0,26126.0,1298.98,-1.29,-0.58,24.0,19.76,18.68,14.8,24.37
107016192.0,26127.0,1297.17,-1.25,-0.57,24.0,19.7,18.6,14.8,24.89
107020288.0,26128.0,1301.6,-1.2,-0.36,24.0,19.78,18.67,14.51,24.85
107024384.0,26129.0,1302.77,-1.05,-0.42,24.0,19.7,18.7,15.03,23.81
107028480.0,26130.0,1303.64,-1.03,-0.28,24.0,19.88,18.81,15.44,23.42
107032576.0,26131.0,1312.41,-1.0,-0.16,24.0,19.92,18.87,15.75,22.57
107036672.0,26132.0,1305.58,-0.98,-0.14,24.0,19.79,18.8,15.54,22.48
107040768.0,26133.0,1303.99,-0.91,-0.2,24.0,19.74,18.6,16.14,22.13
107044864.0,26134.0,1302.16,-0.92,-0.27,24.0,19.71,18.37,16.13,21.06
107048960.0,26135.0,1317.01,-0.83,-0.16,24.0,19.69,18.52,16.72,19.84
107053056.0,26136.0,1314.71,-0.74,-0.23,24.0,19.48,18.15,16.63,18.56
107057152.0,26137.0,1308.33,-0.87,-0.32,24.0,19.48,18.09,16.44,17.9
107061248.0,26138.0,1300.6,-0.92,-0.31,24.0,19.55,17.77,16.22,17.53
107065344.0,26139.0,1283.65,-1.11,-0.28,24.0,19.68,17.76,15.35,18.0
107069440.0,26140.0,1293.16,-0.98,-0.18,24.0,19.54,17.83,15.15,17.85
107073536.0,26141.0,1304.48,-0.84,-0.17,24.0,19.75,17.95,14.96,18.1
107077632.0,26142.0,1309.73,-0.82,-0.17,24.0,19.76,18.03,14.35,19.29
107081728.0,26143.0,1300.23,-0.95,0.08,24.0,19.52,17.81,13.44,18.76
107085824.0,26144.0,1283.84,-0.97,0.02,24.0,19.15,17.68,13.47,17.45
107089920.0,26145.0,1267.75,-1.11,0.04,24.0,18.84,17.61,13.84,16.84
107094016.0,26146.0,1271.35,-1.02,-0.02,24.0,18.83,17.67,14.33,16.14
107098112.0,26147.0,1268.4,-1.04,-0.07,24.0,18.8,17.61,14.12,15.7
107102208.0,26148.0,1259.29,-0.99,-0.22,24.0,18.71,17.71,15.42,15.98
107106304.0,26149.0,1262.99,-0.91,-0.09,24.0,18.49,17.68,15.9,16.37
107110400.0,26150.0,1279.79,-0.94,0.0,24.0,18.68,17.78,16.23,16.33
107114496.0,26151.0,1281.57,-0.99,-0.07,24.0,18.65,17.84,17.33,17.02
107118592.0,26152.0,1275.57,-0.94,-0.17,24.0,18.59,17.75,17.04,17.59
107122688.0,26153.0,1288.0,-0.97,-0.16,24.0,18.73,18.07,17.57,17.54
107126784.0,26154.0,1298.24,-0.92,-0.04,24.0,18.83,18.11,17.68,17.9
107130880.0,26155.0,1308.49,-0.98,-0.01,24.0,18.98,18.37,17.72,18.85
107134976.0,26156.0,1326.76,-1.01,-0.01,24.0,19.25,18.91,18.03,19.94
107139072.0,26157.0,1321.32,-0.99,-0.2,24.0,19.1,18.84,17.95,19.81
107143168.0,26158.0,1312.29,-0.98,-0.38,24.0,19.15,18.92,17.68,20.21
107147264.0,26159.0,1310.67,-1.06,-0.39,24.0,19.03,19.04,17.74,20.37
107151360.0,26160.0,1306.42,-1.13,-0.56,24.0,18.84,19.18,17.79,21.61
107155456.0,26161.0,1322.48,-1.09,-0.49,24.0,19.02,19.62,17.16,22.06
107159552.0,26162.0,1323.13,-1.14,-0.67,24.0,18.8,19.6,17.33,22.0
107163648.0,26163.0,1312.87,-1.07,-0.65,24.0,18.37,19.57,16.82,22.41
107167744.0,26164.0,1319.76,-1.08,-0.57,24.0,18.42,19.62,16.47,23.96
107171840.0,26165.0,1323.65,-1.09,-0.65,24.0,18.37,19.92,15.75,26.13
107175936.0,26166.0,1323.55,-1.1,-0.62,24.0,18.4,20.08,15.67,26.23
107180032.0,26167.0,1312.61,-1.16,-0.69,24.0,18.34,20.14,14.98,27.05
107184128.0,26168.0,1312.66,-1.25,-0.64,24.0,18.29,20.52,14.58,28.78
107188224.0,26169.0,1313.29,-1.17,-0.56,24.0,18.34,20.56,14.54,28.97
107192320.0,26170.0,1310.71,-1.27,-0.63,24.0,18.34,20.69,14.33,29.3
107196416.0,26171.0,1324.73,-1.19,-0.56,24.0,18.43,20.52,14.53,29.62
107200512.0,26172.0,1327.01,-1.23,-0.54,24.0,18.4,20.5,14.61,30.03
107204608.0,26173.0,1317.06,-1.28,-0.59,24.0,18.14,20.49,14.23,30.22
107208704.0,26174.0,1311.56,-1.21,-0.71,24.0,18.07,20.53,13.72,30.19
107212800.0,26175.0,1320.51,-1.1,-0.72,24.0,18.04,20.71,13.32,30.51
107216896.0,26176.0,1326.59,-1.06,-0.73,24.0,18.15,20.86,12.88,31.77
107220992.0,26177.0,1330.35,-1.06,-0.83,24.0,17.99,20.87,12.37,33.01
107225088.0,26178.0,1321.51,-1.08,-0.81,24.0,18.02,21.06,12.25,35.17
107229184.0,26179.0,1329.0,-1.01,-0.58,24.0,18.12,20.88,12.15,37.45
107233280.0,26180.0,1339.36,-0.96,-0.68,24.0,18.2,21.26,12.05,38.54
107237376.0,26181.0,1340.94,-1.09,-0.73,24.0,18.48,21.49,11.09,39.43
107241472.0,26182.0,1312.95,-1.02,-0.98,24.0,17.99,21.15,10.3,39.94
107245568.0,26183.0,1293.86,-1.02,-1.07,24.0,17.74,20.67,9.35,40.52
107249664.0,26184.0,1287.55,-1.02,-0.95,24.0,17.78,20.5,9.63,40.33
107253760.0,26185.0,1279.41,-1.04,-1.12,24.0,17.57,20.51,9.93,40.39
107257856.0,26186.0,1285.47,-0.93,-1.16,24.0,17.55,20.61,9.95,39.49
107261952.0,26187.0,1276.63,-0.98,-1.14,24.0,17.52,20.31,9.9,38.62
107266048.0,26188.0,1286.56,-0.98,-0.97,24.0,17.5,20.53,9.9,39.83
107270144.0,26189.0,1300.52,-0.95,-0.94,24.0,17.6,20.61,10.01,40.44
107274240.0,26190.0,1308.27,-0.98,-0.81,24.0,17.5,20.51,10.07,41.03
107278336.0,26191.0,1307.82,-0.92,-0.87,24.0,17.52,20.49,10.04,42.19
107282432.0,26192.0,1319.64,-0.86,-0.88,24.0,17.74,20.76,10.05,41.72
107286528.0,26193.0,1299.26,-0.96,-0.96,24.0,17.66,20.64,9.89,42.7
107290624.0,26194.0,1297.24,-1.09,-1.01,24.0,18.07,20.55,10.54,42.56
107294720.0,26195.0,1307.86,-1.11,-0.96,24.0,18.28,20.6,11.13,43.15
107298816.0,26196.0,1314.28,-1.13,-0.86,24.0,18.69,20.81,11.85,42.77
107302912.0,26197.0,1320.69,-1.11,-0.71,24.0,18.77,20.8,13.01,40.95
107307008.0,26198.0,1318.02,-1.04,-0.66,24.0,18.58,20.63,13.45,40.51
107311104.0,26199.0,1324.66,-1.08,-0.57,24.0,18.65,20.72,13.52,40.97
107315200.0,26200.0,1328.29,-1.03,-0.55,24.0,18.6,20.42,13.43,40.09
107319296.0,26201.0,1337.11,-1.17,-0.46,24.0,18.86,20.48,13.48,41.55
107323392.0,26202.0,1332.48,-1.06,-0.56,24.0,18.94,20.31,13.14,40.96
107327488.0,26203.0,1324.89,-0.98,-0.63,24.0,18.76,20.17,12.74,41.11
107331584.0,26204.0,1328.29,-0.89,-0.8,24.0,18.84,20.51,13.21,40.65
107335680.0,26205.0,1314.34,-1.03,-0.8,24.0,18.99,20.08,13.19,39.64
107339776.0,26206.0,1321.91,-1.14,-0.73,24.0,19.13,20.19,13.33,39.53
107343872.0,26207.0,1321.39,-1.14,-0.71,24.0,19.3,20.14,13.5,40.11
107347968.0,26208.0,1315.93,-1.26,-0.73,24.0,19.19,20.33,13.45,39.89
107352064.0,26209.0,1328.0,-1.16,-0.67,24.0,19.46,20.9,13.66,40.6
107356160.0,26210.0,1324.97,-1.28,-0.79,24.0,19.43,20.71,13.97,39.31
107360256.0,26211.0,1325.15,-1.34,-0.78,24.0,19.41,20.83,13.68,37.94
107364352.0,26212.0,1307.54,-1.55,-0.68,24.0,19.05,20.25,12.93,36.68
107368448.0,26213.0,1303.37,-1.62,-0.64,24.0,18.91,20.13,12.48,36.85
107372544.0,26214.0,1304.09,-1.76,-0.47,24.0,18.79,20.33,12.03,36.83
107376640.0,26215.0,1312.46,-1.76,-0.51,24.0,18.69,20.51,11.11,35.99
107380736.0,26216.0,1316.06,-1.79,-0.51,24.0,18.77,20.58,10.99,35.2
107384832.0,26217.0,1304.45,-1.94,-0.55,24.0,18.7,20.33,11.18,35.8
107388928.0,26218.0,1297.25,-1.84,-0.58,24.0,18.53,20.13,11.22,35.9
107393024.0,26219.0,1317.16,-1.74,-0.54,24.0,18.68,20.52,11.22,36.51
107397120.0,26220.0,1316.51,-1.63,-0.58,24.0,18.62,20.52,11.49,36.29
107401216.0,26221.0,1305.68,-1.71,-0.54,24.0,18.41,20.64,11.68,36.36
107405312.0,26222.0,1284.76,-1.73,-0.49,24.0,18.01,20.47,11.73,33.95
107409408.0,26223.0,1305.34,-1.7,-0.4,24.0,18.34,20.8,12.09,35.56
107413504.0,26224.0,1312.32,-1.75,-0.23,24.0,18.42,20.69,12.93,34.37
107417600.0,26225.0,1311.07,-1.81,-0.24,24.0,18.45,20.73,13.12,33.53
107421696.0,26226.0,1309.35,-1.85,-0.28,24.0,18.3,20.58,13.25,32.61
107425792.0,26227.0,1299.87,-1.78,-0.5,24.0,17.78,20.65,13.55,31.75
107429888.0,26228.0,1281.72,-1.77,-0.61,24.0,17.48,20.27,12.8,30.79
107433984.0,26229.0,1283.26,-1.89,-0.65,24.0,17.62,20.35,12.4,31.44
107438080.0,26230.0,1278.33,-1.77,-0.71,24.0,17.6,20.05,12.64,30.29
107442176.0,26231.0,1263.47,-1.78,-0.76,24.0,17.06,20.18,12.95,30.0
107446272.0,26232.0,1277.25,-1.61,-0.83,24.0,17.15,20.38,13.53,31.26
107450368.0,26233.0,1266.83,-1.82,-0.85,24.0,16.95,20.25,13.89,31.71
107454464.0,26234.0,1266.29,-1.87,-0.78,24.0,16.93,20.18,14.6,31.11
107458560.0,26235.0,1263.6,-1.9,-0.79,24.0,16.64,20.23,14.89,31.15
107462656.0,26236.0,1251.46,-2.0,-0.77,24.0,16.62,20.06,14.69,32.1
107466752.0,26237.0,1253.22,-2.01,-0.86,24.0,16.43,19.9,15.21,31.47
107470848.0,26238.0,1261.67,-1.89,-0.89,24.0,16.61,19.95,15.52,31.87
107474944.0,26239.0,1251.41,-1.92,-0.93,24.0,16.65,19.48,16.16,30.18
107479040.0,26240.0,1261.13,-1.9,-0.84,24.0,16.73,19.46,17.11,30.58
107483136.0,26241.0,1262.32,-1.84,-0.88,24.0,16.54,19.36,17.06,30.15
107487232.0,26242.0,1264.83,-1.85,-0.87,24.0,16.47,19.29,18.06,30.22
107491328.0,26243.0,1288.45,-1.68,-0.76,24.0,16.87,19.74,18.34,31.07
107495424.0,26244.0,1292.22,-1.54,-0.75,24.0,17.13,19.75,19.68,30.24
107499520.0,26245.0,1296.0,-1.46,-0.84,24.0,17.26,19.78,21.18,30.21
107503616.0,26246.0,1298.02,-1.44,-0.81,24.0,17.21,19.89,21.56,29.53
107507712.0,26247.0,1289.07,-1.54,-0.86,24.0,17.01,19.72,21.62,29.37
107511808.0,26248.0,1298.23,-1.44,-0.91,24.0,17.34,19.78,22.17,28.48
107515904.0,26249.0,1286.63,-1.44,-0.86,24.0,17.06,19.59,21.75,27.33
107520000.0,26250.0,1276.29,-1.46,-0.92,24.0,17.08,19.27,21.46,26.81
107524096.0,26251.0,1280.89,-1.5,-0.88,24.0,17.08,19.06,21.22,26.57
107528192.0,26252.0,1275.29,-1.5,-0.85,24.0,17.21,18.96,21.5,26.21
107532288.0,26253.0,1295.48,-1.39,-0.81,24.0,17.46,19.33,21.88,26.03
107536384.0,26254.0,1276.16,-1.5,-0.88,24.0,17.23,19.02,21.58,25.0
107540480.0,26255.0,1275.5,-1.36,-0.94,24.0,17.0,19.06,20.72,25.58
107544576.0,26256.0,1278.0,-1.32,-0.99,24.0,17.19,19.05,20.31,26.49
107548672.0,26257.0,1281.28,-1.2,-1.05,24.0,17.09,19.11,18.77,26.96
107552768.0,26258.0,1281.4,-1.29,-1.0,24.0,17.35,18.85,17.9,27.93
107556864.0,26259.0,1284.38,-1.27,-0.92,24.0,17.52,18.83,18.21,30.16
107560960.0,26260.0,1280.68,-1.33,-0.93,24.0,17.48,18.73,18.09,31.2
107565056.0,26261.0,1287.86,-1.31,-0.93,24.0,17.76,18.78,18.16,32.83
107569152.0,26262.0,1293.49,-1.27,-0.98,24.0,17.96,18.65,18.41,33.78
107573248.0,26263.0,1288.63,-1.39,-0.93,24.0,18.08,18.56,18.07,33.1
107577344.0,26264.0,1298.69,-1.26,-0.85,24.0,18.32,18.77,18.02,33.41
107581440.0,26265.0,1321.41,-1.06,-0.87,24.0,18.43,19.26,17.68,34.8
107585536.0,26266.0,1315.99,-1.01,-1.0,24.0,18.23,19.47,17.28,34.89
107589632.0,26267.0,1327.2,-0.93,-0.99,24.0,18.4,19.53,16.94,35.18
107593728.0,26268.0,1343.31,-0.81,-1.0,24.0,18.64,19.71,17.47,34.74
107597824.0,26269.0,1339.44,-0.79,-1.04,24.0,18.39,19.69,17.49,34.19
107601920.0,26270.0,1341.5,-0.77,-1.03,24.0,18.33,19.82,16.85,34.25
107606016.0,26271.0,1328.51,-0.91,-0.94,24.0,18.24,19.47,16.13,33.91
107610112.0,26272.0,1322.53,-0.9,-1.07,24.0,18.02,19.52,14.87,33.29
107614208.0,26273.0,1309.83,-0.93,-1.05,24.0,17.96,19.52,14.84,32.79
107618304.0,26274.0,1299.59,-0.93,-1.06,24.0,17.9,19.31,13.77,32.05
107622400.0,26275.0,1302.18,-0.88,-0.99,24.0,17.74,19.25,13.07,31.47
107626496.0,26276.0,1295.81,-0.9,-0.95,24.0,17.74,18.87,11.34,30.68
107630592.0,26277.0,1298.3,-0.84,-0.9,24.0,17.88,18.79,11.0,31.01
107634688.0,26278.0,1284.66,-1.0,-0.98,24.0,17.82,18.69,11.05,30.55
107638784.0,26279.0,1292.66,-0.89,-0.89,24.0,17.87,18.89,11.32,31.29
107642880.0,26280.0,1290.91,-0.93,-0.91,24.0,17.74,19.06,11.58,31.84
107646976.0,26281.0,1279.13,-1.1,-1.05,24.0,17.54,18.83,12.06,32.19
107651072.0,26282.0,1275.5,-0.98,-0.98,24.0,17.5,18.64,12.16,31.1
107655168.0,26283.0,1275.45,-1.03,-1.04,24.0,17.46,18.52,12.17,30.05
107659264.0,26284.0,1269.23,-1.13,-1.01,24.0,17.54,18.43,12.36,29.92
107663360.0,26285.0,1266.22,-1.13,-1.1,24.0,17.49,18.28,12.33,29.55
107667456.0,26286.0,1269.95,-1.16,-1.15,24.0,17.76,18.25,13.07,28.81
107671552.0,26287.0,1275.85,-1.19,-1.09,24.0,17.64,18.3,13.33,28.07
107675648.0,26288.0,1283.82,-1.2,-1.08,24.0,17.82,18.55,15.3,27.8
107679744.0,26289.0,1290.7,-1.16,-1.08,24.0,17.85,18.68,15.61,28.39
107683840.0,26290.0,1299.1,-1.16,-1.01,24.0,17.89,18.82,16.12,27.13
107687936.0,26291.0,1303.95,-1.14,-1.05,24.0,17.93,19.05,15.83,24.55
107692032.0,26292.0,1299.7,-1.03,-1.18,24.0,17.63,19.14,17.05,22.37
107696128.0,26293.0,1286.67,-0.98,-1.18,24.0,17.54,18.78,16.73,20.51
107700224.0,26294.0,1278.4,-1.08,-1.19,24.0,17.38,18.94,18.13,18.75
107704320.0,26295.0,1261.96,-1.21,-1.31,24.0,17.08,18.48,18.73,17.64
107708416.0,26296.0,1252.7,-1.31,-1.23,24.0,17.13,18.08,19.35,16.4
107712512.0,26297.0,1246.24,-1.43,-1.08,24.0,17.11,17.82,20.39,15.91
107716608.0,26298.0,1240.85,-1.42,-1.1,24.0,16.96,17.82,20.5,15.75
107720704.0,26299.0,1252.35,-1.54,-1.02,24.0,17.13,17.92,20.85,15.69
107724800.0,26300.0,1239.23,-1.54,-1.06,24.0,16.98,17.58,20.96,14.87
107728896.0,26301.0,1243.12,-1.46,-1.15,24.0,16.99,17.64,21.15,15.39
107732992.0,26302.0,1250.87,-1.49,-1.13,24.0,16.96,17.71,21.74,14.95
107737088.0,26303.0,1249.46,-1.53,-1.03,24.0,17.08,17.72,22.69,14.71
107741184.0,26304.0,1245.89,-1.58,-1.14,24.0,16.99,17.67,23.79,14.66
107745280.0,26305.0,1259.53,-1.61,-1.14,24.0,17.36,17.78,25.16,15.04
107749376.0,26306.0,1263.51,-1.56,-1.19,24.0,17.19,17.99,26.24,14.93
107753472.0,26307.0,1285.5,-1.55,-1.2,24.0,17.4,18.47,27.44,15.78
107757568.0,26308.0,1287.35,-1.61,-1.21,24.0,17.4,18.47,27.38,16.79
107761664.0,26309.0,1292.43,-1.41,-1.18,24.0,17.5,18.54,27.28,17.14
107765760.0,26310.0,1294.27,-1.37,-1.15,24.0,17.15,18.47,26.72,16.86
107769856.0,26311.0,1301.68,-1.34,-1.17,24.0,17.27,18.38,26.17,17.67
107773952.0,26312.0,1308.57,-1.22,-1.1,24.0,17.36,18.55,26.12,18.14
107778048.0,26313.0,1295.12,-1.26,-1.04,24.0,17.09,18.54,25.57,17.85
107782144.0,26314.0,1308.79,-1.26,-1.05,24.0,17.13,18.8,25.64,17.83
107786240.0,26315.0,1311.61,-1.15,-1.04,24.0,17.19,18.98,25.38,18.87
107790336.0,26316.0,1313.73,-0.99,-1.14,24.0,17.1,18.92,24.91,21.26
107794432.0,26317.0,1310.7,-0.95,-1.13,24.0,17.09,18.81,24.83,23.83
107798528.0,26318.0,1291.13,-1.06,-1.18,24.0,16.79,18.72,23.55,24.32
107802624.0,26319.0,1267.21,-1.09,-1.19,24.0,16.24,18.14,21.65,24.67
107806720.0,26320.0,1253.43,-1.15,-1.12,24.0,15.94,18.05,21.21,24.92
107810816.0,26321.0,1247.95,-1.28,-1.18,24.0,15.88,17.97,21.55,25.28
107814912.0,26322.0,1240.42,-1.48,-1.0,24.0,15.8,17.84,20.28,27.91
107819008.0,26323.0,1245.91,-1.49,-0.92,24.0,15.99,18.26,20.09,28.68
107823104.0,26324.0,1251.58,-1.54,-0.76,24.0,15.98,18.15,19.08,29.13
107827200.0,26325.0,1258.85,-1.51,-0.67,24.0,16.03,18.16,18.35,29.39
107831296.0,26326.0,1259.0,-1.56,-0.57,24.0,16.03,18.23,17.55,29.33
107835392.0,26327.0,1266.21,-1.5,-0.52,24.0,16.07,18.53,17.09,30.08
107839488.0,26328.0,1270.32,-1.34,-0.55,24.0,16.1,18.72,16.09,29.98
107843584.0,26329.0,1252.1,-1.42,-0.58,24.0,15.97,18.43,16.16,31.21
107847680.0,26330.0,1259.26,-1.3,-0.61,24.0,16.03,18.46,15.54,32.27
107851776.0,26331.0,1277.12,-1.24,-0.59,24.0,16.16,18.87,15.36,32.79
107855872.0,26332.0,1270.39,-1.33,-0.59,24.0,16.09,18.73,15.04,33.44
107859968.0,26333.0,1264.83,-1.35,-0.54,24.0,16.03,18.54,14.42,34.02
107864064.0,26334.0,1281.44,-1.25,-0.57,24.0,16.16,18.76,14.24,34.61
107868160.0,26335.0,1290.58,-1.25,-0.65,24.0,16.36,19.1,13.58,35.11
107872256.0,26336.0,1280.22,-1.36,-0.76,24.0,16.29,19.27,12.24,36.23
107876352.0,26337.0,1279.73,-1.38,-0.79,24.0,16.49,19.11,11.37,37.26
107880448.0,26338.0,1252.77,-1.31,-0.98,24.0,16.01,18.78,9.64,36.54
107884544.0,26339.0,1235.94,-1.42,-1.09,24.0,15.74,18.42,9.9,37.28
107888640.0,26340.0,1233.96,-1.35,-1.02,24.0,15.89,18.39,10.4,37.23
107892736.0,26341.0,1217.43,-1.35,-1.11,24.0,15.85,18.26,10.5,36.45
107896832.0,26342.0,1221.44,-1.43,-1.11,24.0,15.93,18.17,10.65,35.88
107900928.0,26343.0,1237.24,-1.37,-1.11,24.0,16.34,18.37,11.5,36.21
107905024.0,26344.0,1225.01,-1.44,-1.06,24.0,16.35,18.07,12.46,36.52
107909120.0,26345.0,1215.46,-1.59,-1.07,24.0,16.34,17.82,13.22,34.84
107913216.0,26346.0,1217.29,-1.68,-0.98,24.0,16.64,17.93,13.48,33.44
107917312.0,26347.0,1209.55,-1.7,-1.12,24.0,16.52,17.83,13.83,31.11
107921408.0,26348.0,1213.85,-1.66,-1.07,24.0,16.67,17.75,14.39,31.26
107925504.0,26349.0,1230.96,-1.66,-0.99,24.0,16.97,17.9,14.6,31.38
107929600.0,26350.0,1231.24,-1.69,-1.05,24.0,17.35,17.71,14.31,31.8
107933696.0,26351.0,1226.02,-1.63,-1.17,24.0,17.13,17.74,14.27,31.81
107937792.0,26352.0,1232.95,-1.49,-1.16,24.0,17.12,17.69,14.57,30.61
107941888.0,26353.0,1252.96,-1.41,-1.07,24.0,17.49,17.64,14.66,30.69
107945984.0,26354.0,1239.44,-1.52,-1.32,24.0,17.3,17.5,15.09,31.82
107950080.0,26355.0,1249.94,-1.36,-1.33,24.0,17.49,17.63,15.26,34.17
107954176.0,26356.0,1243.82,-1.36,-1.43,24.0,17.48,17.7,15.22,36.32
107958272.0,26357.0,1246.55,-1.3,-1.39,24.0,17.46,17.56,15.2,36.93
107962368.0,26358.0,1245.11,-1.32,-1.55,24.0,17.57,17.37,15.96,37.64
107966464.0,26359.0,1243.47,-1.23,-1.55,24.0,17.25,17.16,15.8,37.77
107970560.0,26360.0,1219.27,-1.34,-1.44,24.0,17.07,16.67,16.08,37.09
107974656.0,26361.0,1224.46,-1.3,-1.35,24.0,17.09,16.79,16.52,38.4
107978752.0,26362.0,1229.59,-1.2,-1.46,24.0,17.07,16.9,16.69,39.47
107982848.0,26363.0,1232.9,-1.14,-1.48,24.0,17.2,16.81,16.64,40.2
107986944.0,26364.0,1205.53,-1.27,-1.46,24.0,17.14,16.03,16.04,40.58
107991040.0,26365.0,1202.88,-1.1,-1.3,24.0,16.93,15.8,15.93,40.49
107995136.0,26366.0,1196.96,-1.01,-1.41,24.0,16.81,15.67,15.66,39.75
107999232.0,26367.0,1200.9,-1.05,-1.33,24.0,16.88,15.59,15.4,39.78
108003328.0,26368.0,1215.53,-1.04,-1.25,24.0,17.16,15.74,16.16,39.03
108007424.0,26369.0,1220.93,-0.95,-1.26,24.0,17.26,16.04,15.61,38.64
108011520.0,26370.0,1219.69,-0.98,-1.26,24.0,17.16,15.86,15.32,38.65
108015616.0,26371.0,1236.37,-1.05,-1.16,24.0,17.43,15.96,15.62,39.08
108019712.0,26372.0,1225.87,-1.14,-1.19,24.0,17.1,15.79,15.5,38.52
108023808.0,26373.0,1229.36,-1.15,-1.15,24.0,16.97,15.81,16.2,38.37
108027904.0,26374.0,1222.62,-1.19,-1.33,24.0,16.82,15.73,15.51,37.76
108032000.0,26375.0,1234.16,-1.13,-1.25,24.0,16.85,15.74,15.6,38.03
108036096.0,26376.0,1230.57,-1.0,-1.35,24.0,16.66,15.56,15.93,38.05
108040192.0,26377.0,1232.92,-1.01,-1.28,24.0,16.75,15.63,16.24,38.63
108044288.0,26378.0,1249.59,-1.0,-1.23,24.0,16.69,15.84,16.2,39.32
108048384.0,26379.0,1250.08,-0.97,-1.11,24.0,16.53,15.93,15.86,38.95
108052480.0,26380.0,1240.85,-1.0,-1.19,24.0,16.5,15.75,15.57,38.03
108056576.0,26381.0,1238.04,-0.97,-1.22,24.0,16.36,15.57,15.01,37.75
108060672.0,26382.0,1236.18,-0.9,-1.25,24.0,16.35,15.42,14.18,37.23
108064768.0,26383.0,1225.25,-0.94,-1.36,24.0,16.19,15.49,13.78,36.07
108068864.0,26384.0,1224.15,-0.93,-1.27,24.0,16.07,15.32,13.76,35.01
108072960.0,26385.0,1221.84,-1.0,-1.29,24.0,15.94,15.18,14.17,32.17
108077056.0,26386.0,1205.61,-0.95,-1.38,24.0,15.8,14.99,14.77,29.48
108081152.0,26387.0,1191.56,-1.13,-1.42,24.0,15.85,15.05,14.74,28.32
108085248.0,26388.0,1202.2,-1.15,-1.31,24.0,16.26,15.22,14.15,26.98
108089344.0,26389.0,1206.19,-1.15,-1.36,24.0,16.46,15.39,13.84,26.02
108093440.0,26390.0,1214.47,-1.13,-1.41,24.0,16.71,15.68,13.89,25.17
108097536.0,26391.0,1209.36,-1.12,-1.45,24.0,16.68,15.55,14.38,24.46
108101632.0,26392.0,1202.31,-1.23,-1.3,24.0,16.44,15.62,15.47,21.35
108105728.0,26393.0,1214.48,-1.1,-1.28,24.0,16.37,15.74,16.72,20.62
108109824.0,26394.0,1219.92,-1.21,-1.38,24.0,16.23,15.85,18.26,20.86
108113920.0,26395.0,1224.66,-1.22,-1.33,24.0,16.32,15.93,19.33,20.08
108118016.0,26396.0,1220.29,-1.4,-1.26,24.0,16.34,15.87,20.28,20.09
108122112.0,26397.0,1226.52,-1.31,-1.16,24.0,16.37,15.91,20.22,20.61
